item_id,domain,skill_id,competency,level,question_text,option_a,option_b,option_c,option_d,correct_answer,param_a,param_b,scaffold_step1,scaffold_step2
PROB_DR_151,Quy tac dem va Xac suat,SKILL_MULTIPLICATION_RULE,KienThuc_KyNang,ThongHieu,Cho biến cố $A$ có xác suất $P(A) = 0.5$. Tính xác suất của biến cố đối $\overline{A}$.,0.5,0.25,0.6,0.4,A,0.86,-0.4,Xác định các giai đoạn liên tiếp hoặc các phép thử thành phần độc lập trong bài toán.,Áp dụng quy tắc nhân xác suất $P(A \cap B) = P(A) \cdot P(B)$.
PROB_DR_152,Quy tac dem va Xac suat,SKILL_MULTIPLICATION_RULE,KienThuc_KyNang,ThongHieu,Cho hai biến cố xung khắc $A$ và $B$. Biết $P(A) = 0.6$ và $P(B) = 0.65$. Tính xác suất $P(A \cup B)$.,1.25,0.625,1.35,1.15,A,0.99,-0.36,Xác định các giai đoạn liên tiếp hoặc các phép thử thành phần độc lập trong bài toán.,Áp dụng quy tắc nhân xác suất $P(A \cap B) = P(A) \cdot P(B)$.
PROB_DR_153,Quy tac dem va Xac suat,SKILL_MULTIPLICATION_RULE,KienThuc_KyNang,ThongHieu,Cho hai biến cố độc lập $A$ và $B$. Biết $P(A) = 0.7$ và $P(B) = 0.05$. Tính xác suất $P(A \cap B)$.,0.035,0.0175,0.01,0.135,A,1.12,-0.32,Xác định các giai đoạn liên tiếp hoặc các phép thử thành phần độc lập trong bài toán.,Áp dụng quy tắc nhân xác suất $P(A \cap B) = P(A) \cdot P(B)$.
PROB_DR_154,Quy tac dem va Xac suat,SKILL_MULTIPLICATION_RULE,KienThuc_KyNang,ThongHieu,"Cho hai biến cố $A, B$ có $P(A) = 0.8$, $P(B) = 0.15$ và $P(A \cap B) = 0.06$. Tính $P(A \cup B)$.",0.445,0.89,0.99,0.79,B,0.89,-0.28,Xác định các giai đoạn liên tiếp hoặc các phép thử thành phần độc lập trong bài toán.,Áp dụng quy tắc nhân xác suất $P(A \cap B) = P(A) \cdot P(B)$.
PROB_DR_155,Quy tac dem va Xac suat,SKILL_MULTIPLICATION_RULE,KienThuc_KyNang,ThongHieu,Cho biến cố $A$ có xác suất $P(A) = 0.1$. Tính xác suất của biến cố đối $\overline{A}$.,0.9,0.45,1.0,0.8,A,1.02,-0.24,Xác định các giai đoạn liên tiếp hoặc các phép thử thành phần độc lập trong bài toán.,Áp dụng quy tắc nhân xác suất $P(A \cap B) = P(A) \cdot P(B)$.
PROB_DR_156,Quy tac dem va Xac suat,SKILL_MULTIPLICATION_RULE,KienThuc_KyNang,ThongHieu,Cho hai biến cố xung khắc $A$ và $B$. Biết $P(A) = 0.2$ và $P(B) = 0.35$. Tính xác suất $P(A \cup B)$.,0.45,0.275,0.55,0.65,C,1.15,-0.2,Xác định các giai đoạn liên tiếp hoặc các phép thử thành phần độc lập trong bài toán.,Áp dụng quy tắc nhân xác suất $P(A \cap B) = P(A) \cdot P(B)$.
PROB_DR_157,Quy tac dem va Xac suat,SKILL_MULTIPLICATION_RULE,KienThuc_KyNang,ThongHieu,Cho hai biến cố độc lập $A$ và $B$. Biết $P(A) = 0.3$ và $P(B) = 0.45$. Tính xác suất $P(A \cap B)$.,0.235,0.035,0.0675,0.135,D,0.92,-0.16,Xác định các giai đoạn liên tiếp hoặc các phép thử thành phần độc lập trong bài toán.,Áp dụng quy tắc nhân xác suất $P(A \cap B) = P(A) \cdot P(B)$.
PROB_DR_158,Quy tac dem va Xac suat,SKILL_MULTIPLICATION_RULE,KienThuc_KyNang,ThongHieu,"Cho hai biến cố $A, B$ có $P(A) = 0.4$, $P(B) = 0.55$ và $P(A \cap B) = 0.11$. Tính $P(A \cup B)$.",0.42,0.84,0.74,0.94,B,1.05,-0.12,Xác định các giai đoạn liên tiếp hoặc các phép thử thành phần độc lập trong bài toán.,Áp dụng quy tắc nhân xác suất $P(A \cap B) = P(A) \cdot P(B)$.
PROB_DR_159,Quy tac dem va Xac suat,SKILL_MULTIPLICATION_RULE,KienThuc_KyNang,ThongHieu,Cho biến cố $A$ có xác suất $P(A) = 0.5$. Tính xác suất của biến cố đối $\overline{A}$.,0.5,0.25,0.4,0.6,A,0.82,-0.08,Xác định các giai đoạn liên tiếp hoặc các phép thử thành phần độc lập trong bài toán.,Áp dụng quy tắc nhân xác suất $P(A \cap B) = P(A) \cdot P(B)$.
PROB_DR_160,Quy tac dem va Xac suat,SKILL_MULTIPLICATION_RULE,KienThuc_KyNang,ThongHieu,Cho hai biến cố xung khắc $A$ và $B$. Biết $P(A) = 0.6$ và $P(B) = 0.05$. Tính xác suất $P(A \cup B)$.,0.325,0.65,0.75,0.55,B,0.95,-0.04,Xác định các giai đoạn liên tiếp hoặc các phép thử thành phần độc lập trong bài toán.,Áp dụng quy tắc nhân xác suất $P(A \cap B) = P(A) \cdot P(B)$.
PROB_DR_161,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố độc lập $A$ và $B$. Biết $P(A) = 0.7$ và $P(B) = 0.15$. Tính xác suất $P(A \cap B)$.,0.01,0.205,0.105,0.0525,C,1.08,0.0,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_162,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,"Cho hai biến cố $A, B$ có $P(A) = 0.8$, $P(B) = 0.25$ và $P(A \cap B) = 0.1$. Tính $P(A \cup B)$.",0.475,0.95,0.85,1.05,B,0.85,0.04,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_163,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho biến cố $A$ có xác suất $P(A) = 0.1$. Tính xác suất của biến cố đối $\overline{A}$.,0.8,1.0,0.9,0.45,C,0.98,0.08,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_164,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố xung khắc $A$ và $B$. Biết $P(A) = 0.2$ và $P(B) = 0.45$. Tính xác suất $P(A \cup B)$.,0.325,0.55,0.75,0.65,D,1.11,0.12,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_165,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố độc lập $A$ và $B$. Biết $P(A) = 0.3$ và $P(B) = 0.55$. Tính xác suất $P(A \cap B)$.,0.0825,0.165,0.065,0.265,B,0.88,0.16,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_166,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,"Cho hai biến cố $A, B$ có $P(A) = 0.4$, $P(B) = 0.65$ và $P(A \cap B) = 0.13$. Tính $P(A \cup B)$.",0.92,0.46,1.02,0.82,A,1.01,0.2,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_167,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho biến cố $A$ có xác suất $P(A) = 0.5$. Tính xác suất của biến cố đối $\overline{A}$.,0.6,0.5,0.4,0.25,B,1.14,0.24,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_168,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố xung khắc $A$ và $B$. Biết $P(A) = 0.6$ và $P(B) = 0.15$. Tính xác suất $P(A \cup B)$.,0.375,0.75,0.65,0.85,B,0.91,0.28,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_169,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố độc lập $A$ và $B$. Biết $P(A) = 0.7$ và $P(B) = 0.25$. Tính xác suất $P(A \cap B)$.,0.175,0.0875,0.075,0.275,A,1.04,0.32,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_170,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,"Cho hai biến cố $A, B$ có $P(A) = 0.8$, $P(B) = 0.35$ và $P(A \cap B) = 0.14$. Tính $P(A \cup B)$.",0.505,0.91,1.11,1.01,D,0.81,0.36,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_171,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho biến cố $A$ có xác suất $P(A) = 0.1$. Tính xác suất của biến cố đối $\overline{A}$.,0.8,0.9,0.45,1.0,B,0.94,0.4,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_172,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố xung khắc $A$ và $B$. Biết $P(A) = 0.2$ và $P(B) = 0.55$. Tính xác suất $P(A \cup B)$.,0.75,0.65,0.85,0.375,A,1.07,0.44,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_173,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố độc lập $A$ và $B$. Biết $P(A) = 0.3$ và $P(B) = 0.65$. Tính xác suất $P(A \cap B)$.,0.0975,0.195,0.295,0.095,B,0.84,0.48,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_174,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,"Cho hai biến cố $A, B$ có $P(A) = 0.4$, $P(B) = 0.05$ và $P(A \cap B) = 0.01$. Tính $P(A \cup B)$.",0.54,0.34,0.44,0.22,C,0.97,0.52,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_175,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho biến cố $A$ có xác suất $P(A) = 0.5$. Tính xác suất của biến cố đối $\overline{A}$.,0.4,0.6,0.5,0.25,C,1.1,0.56,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_176,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố xung khắc $A$ và $B$. Biết $P(A) = 0.6$ và $P(B) = 0.25$. Tính xác suất $P(A \cup B)$.,0.95,0.75,0.85,0.425,C,0.87,-0.4,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_177,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố độc lập $A$ và $B$. Biết $P(A) = 0.7$ và $P(B) = 0.35$. Tính xác suất $P(A \cap B)$.,0.145,0.245,0.345,0.1225,B,1.0,-0.36,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_178,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,"Cho hai biến cố $A, B$ có $P(A) = 0.8$, $P(B) = 0.45$ và $P(A \cap B) = 0.18$. Tính $P(A \cup B)$.",0.97,1.07,1.17,0.535,B,1.13,-0.32,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_179,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho biến cố $A$ có xác suất $P(A) = 0.1$. Tính xác suất của biến cố đối $\overline{A}$.,0.9,1.0,0.45,0.8,A,0.9,-0.28,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_180,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố xung khắc $A$ và $B$. Biết $P(A) = 0.2$ và $P(B) = 0.65$. Tính xác suất $P(A \cup B)$.,0.75,0.95,0.85,0.425,C,1.03,-0.24,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_181,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố độc lập $A$ và $B$. Biết $P(A) = 0.3$ và $P(B) = 0.05$. Tính xác suất $P(A \cap B)$.,0.015,0.01,0.115,0.0075,A,0.8,-0.2,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_182,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,"Cho hai biến cố $A, B$ có $P(A) = 0.4$, $P(B) = 0.15$ và $P(A \cap B) = 0.03$. Tính $P(A \cup B)$.",0.26,0.62,0.52,0.42,C,0.93,-0.16,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_183,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho biến cố $A$ có xác suất $P(A) = 0.5$. Tính xác suất của biến cố đối $\overline{A}$.,0.5,0.6,0.25,0.4,A,1.06,-0.12,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_184,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố xung khắc $A$ và $B$. Biết $P(A) = 0.6$ và $P(B) = 0.35$. Tính xác suất $P(A \cup B)$.,0.95,0.475,0.85,1.05,A,0.83,-0.08,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_185,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố độc lập $A$ và $B$. Biết $P(A) = 0.7$ và $P(B) = 0.45$. Tính xác suất $P(A \cap B)$.,0.215,0.1575,0.415,0.315,D,0.96,-0.04,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_186,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,"Cho hai biến cố $A, B$ có $P(A) = 0.8$, $P(B) = 0.55$ và $P(A \cap B) = 0.22$. Tính $P(A \cup B)$.",0.565,1.13,1.03,1.23,B,1.09,0.0,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_187,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho biến cố $A$ có xác suất $P(A) = 0.1$. Tính xác suất của biến cố đối $\overline{A}$.,1.0,0.8,0.45,0.9,D,0.86,0.04,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_188,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố xung khắc $A$ và $B$. Biết $P(A) = 0.2$ và $P(B) = 0.05$. Tính xác suất $P(A \cup B)$.,0.15,0.25,0.125,0.35,B,0.99,0.08,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_189,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố độc lập $A$ và $B$. Biết $P(A) = 0.3$ và $P(B) = 0.15$. Tính xác suất $P(A \cap B)$.,0.045,0.0225,0.145,0.01,A,1.12,0.12,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_190,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,"Cho hai biến cố $A, B$ có $P(A) = 0.4$, $P(B) = 0.25$ và $P(A \cap B) = 0.05$. Tính $P(A \cup B)$.",0.6,0.5,0.3,0.7,A,0.89,0.16,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_191,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho biến cố $A$ có xác suất $P(A) = 0.5$. Tính xác suất của biến cố đối $\overline{A}$.,0.6,0.4,0.25,0.5,D,1.02,0.2,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_192,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố xung khắc $A$ và $B$. Biết $P(A) = 0.6$ và $P(B) = 0.45$. Tính xác suất $P(A \cup B)$.,1.15,0.95,0.525,1.05,D,1.15,0.24,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_193,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho hai biến cố độc lập $A$ và $B$. Biết $P(A) = 0.7$ và $P(B) = 0.55$. Tính xác suất $P(A \cap B)$.,0.485,0.385,0.285,0.1925,B,0.92,0.28,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_194,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,"Cho hai biến cố $A, B$ có $P(A) = 0.8$, $P(B) = 0.65$ và $P(A \cap B) = 0.26$. Tính $P(A \cup B)$.",0.595,1.09,1.19,1.29,C,1.05,0.32,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
PROB_DR_195,Quy tac dem va Xac suat,SKILL_COMPLEMENTARY_EVENT,KienThuc_KyNang,ThongHieu,Cho biến cố $A$ có xác suất $P(A) = 0.1$. Tính xác suất của biến cố đối $\overline{A}$.,0.9,0.45,1.0,0.8,A,0.82,0.36,Xem xét biến cố đối: trường hợp ngược lại hoàn toàn với yêu cầu đề bài là gì?,Sử dụng công thức biến cố đối $P(A) = 1 - P(\overline{A})$ để rút gọn các bước tính toán.
